url,titulo,body,source,seccion
http://www.prensa.com/cine_y_mas/Spectre-presenta-James-Bond-cansado_7_4344385519.html,"
	    11 nov
	    'Spectre' presenta a un James Bond cansado
	  ","Spectre (2015) iguala en términos de calidad a Quantum of Solace (2008), aunque este brío no es suficiente para que pase por encima de la sobresaliente Skyfall (2012). Hasta ahora, Skyfall es la labor más sobresaliente que ha brindado Daniel Craig, quien cuatro veces a interpretado a uno de los más atractivos símbolos de la cultura pop provenientes de la posguerra mundial: James Bond. En Spectre, el cineasta Sam Mendes hizo lo que su colega Christopher Nolan llevó a cabo cuando le puso punto final a su trilogía sobre Batman. Como ambos directores sabían que no iban, ni deseaban, regresar a sus respectivas franquicias cinematográficas, las que le dieron notoriedad entre el gran público, para qué negarlo, pusieron todos sus recursos en el asador. Por eso, entre tanto entusiasmo creativo cayeron en el exceso de quemar todos los cartuchos de un solo tiro, pues mañana no había. Eso hizo tanto Mendes al firmar Spectre como Nolan al rodar The Dark Knight Rises (2012). Con estos títulos, valiosos como piezas fílmicas individuales, aunque elementos un poco débiles dentro de cada una de las sagas antes mencionadas, Mendes y Nolan recuerdan al mago que sabe que esta será su última función en tal escenario de renombre, y eso los impulsa a mostrarle al público todos los trucos que sabe, aunque el ejercicio sea harto interesante al principio por la variedad que ofrece, de manera paulatina el espectador puede quedar exhausto. Eso me pasó con Spectre. Hay tanto autohomenaje en Spectre al espía británico (en especial a su última etapa representada en los filmes Casino Royale, Quantum of Solace y Skyfall), que terminé abrumado con tanto dato audiovisual. Hay tanto deseo de cumplir al máximo con las características típicas de la casa (sexo con más de una dama guapa, persecuciones espectaculares en modernos automóviles, en lanchas de alta velocidad y en helicópteros de lujo, así como el uso de armas ingeniosas, pasar de un hermoso paraje, urbano o rural, a otro...), que fue como quedar sin aire. Uno finaliza con la certeza que la película, en vez de durar los 148 minutos que tiene su metraje, debió reducirse a unos 120 minutos y todos contentos. GRAN INICIO El ritmo de Spectre también pasa por unas etapas desiguales. Sus primeros 15 minutos, cuando la situación ocurre en la ciudad de México durante la festividad del Día de los Muertos, es hipnótica y asombrosa en cuanto a su velocidad y el interés que despierta. El asunto es que luego, sobre todo en su última etapa, la trama cae un sopor tal que invita a que uno se tome una breve siesta hasta que lleguen los créditos finales. VACIEDAD Uno echa de menos la hondura dramática y angustiosa que supo imprimirle Sam Mendes a James Bond en Skyfall. Un beneficio que surgió por darle el trabajo de director a un miembro del cine independiente como fue el caso del creador de Revolutionary Road (2008) y American Beauty (1999). Es lo mismo que ocurrió cuando a Nolan, responsable de Insomnio (2002) y Memento (2000), se le pidió que tomara las riendas de Batman para darle un espectro más trágico al hombre murciélago. En Spectre, el problema es que Sam Mendes deja ver su cansancio por el devenir del espía, y a Daniel Craig se le nota cierto tedio por seguir en la faena de ser James Bond. Ambos artistas como que hacen los deberes lo mejor posible para que los productores y el público no les pasen factura por su desempeño. CARRERA DE OBSTÁCULOS En este filme, como es de rigor, el espía secreto participa de bien llevadas escenas de acción y aventuras en sitios encantadores de Marruecos, Austria, México, Londres y Roma. Estas escenas de riesgo provocaron dos lesiones a Craig, una, la más grave, le pasó en una de sus rodillas. Aquel accidente ocurrió en México y lo condujo directo al quirófano para realizarle una artroscopia como parte del tratamiento a un esguince de rodilla. Ni quiero pensar cómo quedaron los extras que participaron en las coreografías más severas en Spectre. DAMAS HERMOSAS Además, como cabe de esperarse en este prototipo del amante narcisista heredado de la tensa Guerra Fría, antes o después de acabar con un par de malandros, Bond tiene tiempo de tomarse un trago y antes o después de cumplir ese deber pasa a tener sexo ardiente con las mujeres más hermosas del mundo. En el caso de Spectre, Bond tiene un encuentro apasionado con Estrella (la mexicana Stephanie Sigman, de 28 años), que ni siquiera tiene parlamentos clave dentro del guion; Lucía Sciarra (la italiana Mónica Bellucci, de 50 años), sensual viuda de un rufián que hace poco su cuerpo ingresó al cementerio, y con la linda psiquiatra Madeleine Swann (la francesa Léa Seydoux, de 30), la hija de un antiguo enemigo del espía. ¿Tienen justificación argumental estas escenas sexuales? Es como si a un director de cine pornográfico algún incauto le formulara una pregunta similar. Obviamente la respuesta es no, igual importa poco, dirán los productores, se trata de James Bond. PERSONAJES TRANSLÚCIDOS Esta ausencia de significación de los momentos carnales me lleva a otro escollo de Spectre: sus personajes tienen un pobre desarrollo. Tan vacío son los conflictos de James Bond (otra vez es marginado por la Corona a la que protege y representa, y una vez más es considerado un anciano por sus pares como ya pasó en Skyfall), como simples son las estereotipadas intenciones asesinas de sus enemigos (el único con algo de espesor es Franz Oberhauser) y ni reiterar que las chicas Bond siguen siendo meros objetos decorativos y atractivos. EL VILLANO La visita oficial número 24 de James Bond al cine cumple con otro requisito indispensable: tener un solvente villano megalómano que solo quiere destruir al espía europeo perteneciente al MI6, y de ser posible, al resto de los habitantes de la Tierra. El mortífero encargo recae en la figura del enigmático Franz Oberhauser, encarnado por el siempre hábil actor Christoph Waltz (premio Oscar por Inglourious Basterds y Django Unchained). Se pueden asociar los gestos y la forma de ser de Oberhauser con otro enemigo clásico de Bond: Ernst Stavro Blofeld ( Anthony Dawson), quien apareció en From Russia with Love ( Desde Rusia con amor, 1963), del realizador Terence Young, y por entonces Bond era una responsabilidad de Sean Connery ( Oscar por The Untouchables). Aquí volvemos a encontrarnos con un paralelismo con el Batman de Nolan. Se parece tanto James Bond a Franz Oberhauser como el vigilante de Ciudad Gótica con el Joker ( Heath Ledger) en la extraordinaria The Dark Knight (2008). Hablando de malvados, el valor de la historia de Spectre hubiera sido más interesante si el guion hubiera explorado uno de los temas tratados de paso y de forma superficial por esta película y que un parlamento de Franz Oberhauser resume a la perfección: “La información lo es todo”. ¿Cuál ha sido el mejor actor que ha encarnado a James Bond? ¿Cuál de las cuatro películas con Daniel Craig es la mejor? Siga a Daniel Domínguez en Twitter: @DanielDomnguez1 y en Instagram: Daniel.Dominguez2006",prensa.com,cine_y_mas
http://laestrella.com.pa/deportes/mas-deportes/2015-metas-para-nuestro-deporte/23911792,"El 2015, un año sin metas para nuestro deporte","La nota suelta. Una de las actividades de los XXXI Juegos Olímpico de Verano, en Río de Janeiro, Brasil 2016, será la elección de la Comisión de Atletas del COI, por votación de todos los atletas que participan en estos JO. Será para reemplazar a Claudia Bokel, (Alemania), Dae Sung Moon, (Corea del Sur), Alexander Popov, (Rusia), y Yumilka Ruíz, (Cub), que fueron elegidos en los Juegos Olímpicos de Beijing 2008. En la última sesión del 2015 del Comité Ejecutivo del COI, escogieron a los 24 candidatos, 12 hombres y 12 mujeres, de los 5 continentes, para participar en las elecciones. Complace señalar que hay tres (3) candidatos procedentes de países latinos, son: 1), Robert Sheidt de Brasil, ganador de 5 medallas en Vela en JO, 2 son de oro; 2), Mijaín López, campeón olímpico de lucha grecorrromana en 120 kilos, Beijing 2008 y Londres 2012; 3), Luca Scola, (Arg), miembro del seleccionado de baloncesto.En Panamá no ‘existe' una Comisión de Atletas pese a que una fue elegida el 30 de noviembre 2002, integrada por Ismael Ortiz y e Irving Saladino. En el CAS la Letrada del COP, dijo que el COP de Camilo Amado fue elegido conforme los Estatutos Reformados de 1970 y no contempla una Comisión Atlética. Sí forma parte de los Estatutos del aprobados en el 2002, por el COI, y Peré Miró. En el Estatuto Express, vigente según Damaris Young, Letrada del COP, el Punto ‘D' del Artículo 6º Capítulo III, (Membresía del COP), dice. ‘Al menos 2 representantes de los Atletas Olímpicos'. El Punto 4 del Artículo 14 de los Estatutos Express, (Composición de la Asamblea) ,‘Al menos dos, un hombre y una mujer representantes de los Atletas Olímpicos elegidos por la Comisión de Atletas del COP (¿quiénes la integran?). Esto indica que Peré Miró y el Ministerio de Gobierno y Justicia aprobaron algo que no leyeron.Al tema de hoy. Seguro que en los medios, los ‘mismos de siempre' seguirán ‘regando flores' al Gobierno de turno, por la promesa de gastar varios millones en estadios de fútbol y de béisbol, pedir la sede de la Copa Mundial de Béisbol, decir que el baloncesto está ‘mejorando', regalo de dinero a los jugadores del fútbol, y un millón de dólares a la Fepafut, etc., diciendo que hicieron una labor ‘positiva' en el 2015. En cuanto a mi evaluación de la gestión deportiva del año 2015, lo haré en base a dos frases que decía el General Omar Torrijos Herrera: ‘Dígame lo malo que lo bueno ya lo sé', y ‘Mientras uno más consulta menos se equivoca'. El Gobierno sigue el ‘show deportivo' de RMB.El progreso del deporte no se puede mirar exclusivamente desde la óptica de un par de triunfos de nuestros atletas, sino desde la proyección del Gobierno para el progreso del deporte. En esta dirección el Gobierno de Juan Carlos Varela ha ‘fracasado', porque aún no tiene una Política Deportiva de Estado, e incurrió en un craso error de no cónsultar antes de nombrar a Roberto Arango, al frente del Instituto Panameño de Deportes, con pocos méritos para ocupar ese cargo. Después de 17 meses, no ha podido elaborar un Plan Nacional para el Desarrollo del Deporte y la Recreación. El MEDUCA no le ha importado reactivar el Departamento de Educación Física y Recreación.El presidente Varela ha estado totalmente divorciado del deporte, y esporádicamente aparece para el ‘show deportivo', cuando se trata del fútbol. Con el regalo de $20,000.00 a cada jugador de la selección de fútbol, ha recrudecido la ‘exigencia' de atletas de convertir al deporte en su ‘modus vivendi'. Lo más absurdo, descarado y vergonzoso, es escuchar a atletas profesionales que reciben una ‘pensión' vitalicia del Gobierno, pidiendo su aumento a cambio de nada. En un Gobierno que trabaja a pasos de ‘tortuga', lo que sobran son las promesas, y está por ver cuántas se cumplirán en el 2016. Con la cantidad de recursos que se destinan al deporte competitivo de corte olímpico, Panamá exhibió un bajo nivel en el 2015, con 1 medalla de plata y 1 de bronce en los 17º JP 2015. Fue una réplica del 2014.Por último, en forma poco seria, tanto el Alcalde del Distrito Capital, José Blandón F., como el jefe del COP, Camilo Amado, quieren que Panamá sea sede de los XXIV JCA y del Caribe del 2022, que tendría un costo cerca de los $500 millones. Ojalá el presidente ‘JCV' consulte y se asesore bien, antes de caer en esa farsa. Tomen Nota. Así es.COCTEL DEPORTIVO",laestrella.com.pa,deportes
http://laestrella.com.pa/deportes/hadad-capitan-colombia-copa-davis/23471517,"Hadad, capitán de Colombia en la Copa Davis","Mauricio Hadad, uno de los mejores jugadores en la historia del tenis colombiano, aceptó ser el capitán del equipo local de Copa Davis y debutará en el duelo ante Uruguay por la final del Grupo I de la Zona Americana. Hadad, de 41 años de edad, sucede al español nacionalizado colombiano Marc Gorriz y comenzará la tarea en la confrontación prevista en Cúcuta, en la frontera con Venezuela, del 5 al 7 de abril.",laestrella.com.pa,deportes
http://impresa.prensa.com/economia/Lideres-Asia-creceran_0_4475552436.html,Líderes de Asia crecerán menos,"Las economías china y japonesa deberían registrar una clara desaceleración estos dos próximos años, si bien el crecimiento en Asia mantendrá su solidez, ya que el consumo interior compensará la debilidad de los intercambios mundiales, anunció ayer el Fondo Monetarios Internacional (FMI). Las medidas de reactivación gubernamentales, el menor costo de las materias primas y los bajos índices de desempleo alimentarán el crecimiento regional, predijo el FMI, que urgió a las autoridades a continuar con las reformas. En su informe sobre Perspectivas para Asia y el Pacífico, el FMI alerta no obstante de los desafíos procedentes del exterior de la región, como la debilidad económica de los países desarrollados, el bajo volumen de intercambios mundiales y la volatilidad de las plazas financieras. La institución financiera prevé un crecimiento para Asia del 5.3% en 2016 y 2017, contra una precedente estimación del 5.4%. Desde sus previsiones regionales de octubre, las bolsas mundiales han hecho frente a las consecuencias de las preocupaciones sobre la desaceleración económica china y, en enero y febrero, a la caída de los precios del petróleo. “Asia se mantiene como la región más dinámica del mundo, pero se enfrenta (...) a la debilidad de la recuperación mundial, a la desaceleración de los intercambios mundiales y al impacto a corto plazo de la transición económica china”, señala el informe. “Para reforzar su resistencia a los riesgos globales y seguir dinámica, los responsables deben llevar a cabo reformas estructurales para aumentar la productividad y aligerar la fiscalidad, apoyando al mismo tiempo la demanda en función de las necesidades”. La economía china, motor crucial para el crecimiento mundial, crecerá este año un 6.5% y un 6.2% en 2017. Estas cifras se sitúan lejos del 6.9% registrado en 2015, el porcentaje más bajo en un cuarto de siglo, pero un poco mejor que la previsión precedente del FMI.",prensa.com,economia
http://laestrella.com.pa/economia/mitradel-iniciara-divulgacion-salario-minimo/23913948,Mitradel iniciará divulgación del salario mínimo,"En los próximos días, el Ministerio de Trabajo y Desarrollo Laboral (Mitradel) dará inicio a un proceso de divulgación sobre el nuevo salario mínimo a nivel nacional, informó ayer Samuel Rivera, secretario general de la institución, en TVN Noticias .‘Con estas ‘clínicas' laborales, los trabajadores podrán hacer sus consultas de forma personal a funcionarios de la institución', explicó Rivera.En el caso del sector construcción, el funcionario detalló que en la región 1 el trabajador que labore 192 horas al mes devengará un salario de $2.95 por hora, lo que representa un salario mensual de $566.40. En tanto, en la región 2, aquel que trabaje 208 horas al mes logrará unos $2.77 por hora; es decir $576.16 al mes.Rivera también señaló que los inspectores del Mitradel recorrerán los comercios y empresas para que se cumpla con el nuevo escalafón salarial que empezó a regir el 1 de enero de 2016.‘El artículo 180 del Código de Trabajo establece que las infracciones a las normas contenidas en el capítulo III serán aplicadas por las autoridades administrativas o jurisdiccionales a los empleadores que incumplan con el pago del salario mínimo', añadió.Las infracciones van desde los $100 hasta los $500 y, de ser reincidente, se dobla la cuantía de la multa, destacó el funcionario.El funcionario aclaró que el Mitradel no busca multar, sino orientar a los empleadores para que antes del 15 paguen el nuevo salario establecido por el Decreto Ejecutivo 293 del 22 de diciembre de 2015.Los interesados en más información sobre el Decreto Ejecutivo 293 pueden llamar a los teléfonos 504-1606, 504-1607, 504-1608, o acceder al portal web www.mitradel.gob.pa.Con el nuevo salario mínimo que se dio a conocer el pasado 18 de diciembre, se beneficiarán unos 340 mil trabajadores.El salario mínimo para la pequeña empresa y trabajadoras domésticas se aumentó en 5.5%, mientras que para la gran empresa se estableció 8.5% más.",laestrella.com.pa,economia
http://laestrella.com.pa/deportes/evento-benefico-logro-cometido/23504573,Evento benéfico logró su cometido,"PANAMÁ. Unos 40 mil atletas se dieron cita el pasado fin de semana en los Relevos 24 Horas por la Vida 2013, a beneficio de la Fundación Amigos del Niño con Leucemia y Cáncer (Fanlyc), realizado en la Calzada de Amador.Durante el evento que se inició el sábado y culminó el domingo se dieron 54 mil 450 vueltas.24 Horas de Relevo por la Vida es organizado en conjunto por voluntarios de la fundación y la empresa privada.En la actividad benéfico-deportiva participaron personas de todas las edades y tuvo como objetivo caminar o correr por los niños en tratamiento de cáncer.Las diversas empresas participantes seleccionaron un niño por quien caminar, conformando un equipo de voluntarios entre los colaboradores y familiares para lograr el mayor número de vueltas en un circuito de 3 kilómetros.Cada vuelta representa una donación de $5 para Fanlyc.Muchos voluntarios de las empresas, meses antes de la carrera, recaudan fondos para anotar más vueltas (pues se puede correr a nombre de otros).Los niños visitan las empresas y comparten su historia. Muchas veces el amor que reciben en esas visitas logra cambiar el rumbo de sus vidas.Cuando llegó el día de ‘Relevo por la Vida’, ni la lluvia logró disminuir el entusiasmo de la gente. Muchos disfrutaban del clima y aumentaban sus deseos de culminar el relevo.El año pasado se logró registrar 40 mil vueltas en ‘Relevo Panamá’ en el Causeway de Amador.En Relevo por la Vida Chiriquí se anotaron 24 mil vueltas.Durante el evento los organizadores agradecieron a todos los equipos, a quienes asisten y aportan su vuelta, en especial a Sportline América, patrocinador de este gran evento, por la pasión que brindan en cada detalle de la competencia, para lograr que este éxito se transforme en bienestar y sanación para los pequeños en tratamientos contra el cáncer.",laestrella.com.pa,deportes
http://laestrella.com.pa/deportes/balon-final/23519852,Balón de la final,"Ayer fue presentado el balón oficial que se utilizará en la Final de la Liga de Campeones de la UEFA Múnich 2012, el adidas Finale Munich. El diseño está inspirado en Munich, lugar donde se va a realizar la final",laestrella.com.pa,deportes
http://laestrella.com.pa/economia/recomiendan-modificar-proyecto-antiblanqueo/23858213,Recomiendan modificar proyecto antiblanqueo,"Los miembros de la Comisión de Economía y Finanzas de la Asamblea Nacional recomendaron ayer reforzar los controles en la Unidad de Análisis Financiero (UAF) y unificar el criterio de evaluación de las zonas económicas especiales que se contemplan en el proyecto de ley contra blanqueo de capitales.Ayer, durante el segundo día del primer debate del proyecto de ley, la diputada Zulay Rodríguez señaló que es necesario reforzar los controles en la UAF.‘Se deben establecer procedimientos a la UAF porque, por no tenerlos, anteriormente ocurrieron los casos de desviación de dinero del Estado que se han descubierto', destacó Rodríguez.Agregó que se debe defender el sistema tributario panameño, que se basa en la territorialidad, y rechazó una doble verificación si ya existe un manual de control de inversiones; de lo contrario, seremos ‘colectores de impuestos de Estados Unidos'.Los diputados y los usuarios de la Zona Libre de Colón (ZLC), uno de los nuevos sujetos regulados, pidieron que la ZLC, el Área Económica Especial Panamá Pacífico y demás zonas especiales tengan tratamiento unificado.De acuerdo con el asesor del Ministerio de Economía, Julio Aguirre, de tomarse esta consideración se tienen que hacer modificaciones a las leyes que regulan estas áreas, lo que tomaría más tiempo.Aguirre explicó que es importante que el proyecto de ley sea aprobado antes del 28 de abril, fecha final del plan de acción presentado al Grupo de Acción Financiera de América Latina y evitar que aumente la contraprestación de servicios a Panamá.",laestrella.com.pa,economia
http://www.prensa.com/deportes/Cristiano-Ronaldo-continua-goleadora-Madrid_0_4607539212.html,"Cristiano Ronaldo, en sequía goleadora con el Real Madrid","Real Madrid encabeza una cerrada carrera en la cima de la liga española, donde los cinco primeros equipos están separados por apenas tres puntos. Pero el club merengue no está en esa posición gracias a los goles de Cristiano Ronaldo. El astro portugués atraviesa su peor inicio de temporada desde que llegó al Madrid en 2009, con apenas cuatro goles en nueve partidos. ""Cuando estás acostumbrado a meter casi 70 goles por temporada, es casi como una adicción a los goles"", comentó el delantero suplente del Madrid, Álvaro Morata. ""Para nosotros es el jugador más importante del equipo, y espero que marque muchos goles, pero no es una máquina. Es un ser humano. Aunque parece de otro planeta y es diferente, también tiene derecho a fallar"". Cristiano Ronaldo anotó cinco goles en dos partidos con la selección de Portugal, ante Andorra y la Islas Faroe por las eliminatorias mundialistas, pero ese no es consuelo para los hinchas del Madrid. El domingo fue abucheado por la grada del Santiago Bernabéu tras otra actuación decepcionante en el triunfo 2-1 sobre Athletic de Bilbao. El Madrid enfrenta este sábado al Alavés. ""El público exige mucho de los jugadores. El Bernabéu es especial y lo sabemos"", señaló el técnico Zinedine Zidane. ""Cristiano lo sabe y está acostumbrado. Lo importante es seguir con nuestro trabajo y sabemos la importancia de nuestra afición"". Cristiano Ronaldo suma apenas dos goles en la liga española, en un triunfo 5-2 sobre Osasuna en septiembre, y en la goleada 6-1 ante Real Betis hace dos semanas. También tiene dos tantos en la Liga de Campeones, en el empate 2-2 frente a Borussia Dortmund y la victoria 2-1 sobre Sporting de Lisboa. ""No he hablado nada en concreto con Cristiano. Prefiero que marque siempre dos o tres goles por partido, pero no estoy preocupado"", apuntó Zidane. El partido contra Osasuna fue el primero de la temporada para el goleador portugués, tras perderse el inicio de la temporada por una lesión de la rodilla izquierda que sufrió en la final de la Eurocopa, que ganó con su selección. Cristiano parece estar en buen estado físico y ha tenido numerosas ocasiones de gol, aunque ha fallado en el remate final. ""Ahora no está metiendo las ocasiones que tiene, pero lo importante es tener esas ocasiones primero. Dentro de poco las meterá y estamos con tranquilidad"", indicó Zidane. El astro de 31 años no jugó el miércoles en la victoria del Madrid por 7-1 ante Cultural Leonesa en la Copa del Rey. Tiene previsto volver al 11 titular el sábado ante el Alavés, un club que regresó esta temporada a la primera división. El Sevilla, segundo en la tabla a un punto del Madrid, enfrenta este sábado al Sporting de Gijón, mientras que el tercero Barcelona recibe al colero Granada. A diferencia de Cristiano Ronaldo, la figura del Barcelona Lionel Messi ha tenido uno de sus mejores arranques de temporada con 14 goles en 11 partidos, y por sí solo supera el total de goles del tridente madridista de Cristiano Ronaldo, Gareth Bale y Karim Benzema. El cuarto Villarreal choca el domingo con el Eibar, y el quinto Atlético de Madrid recibe el sábado al Málaga.",prensa.com,deportes
http://laestrella.com.pa/deportes/velasquez-despunta-programacion/23596138,Velásquez despunta en la programación,"PANAMÁ. El estelarista fusta criollo Cornelio Velásquez actuará en seis de las nueve carreras de la jornada hípica del track norteamericano de Aqueduct Park, donde —a juzgar por las opciones que presentan sus ejemplares a conducir— bien puede visitar el recinto de ganadores en repetidas ocasiones. En la cartilla Velásquez se une a su compatriota Abel Lezcano, látigo que conduce a tres equinos de opciones remotas a la victoria, según el registro de las gabelas asignadas. De los seis caballos que conducirá Velásquez, cuatro presentan las primeras opciones, mientras que los dos restantes también pueden sorprender a los entendidos. Las montas con mayores opciones de cruzar la meta por delante de sus rivales de Velásquez se darán con los caballos ‘Brock N Rool’, en la tercera carrera; ‘Boubonology’ en la cuarta; para la quinta ‘Nolita’ y en la sexta a ‘Full Of Gui’, todos como favoritos. Por su parte, Lezcano, a pesar de no cabalgar sobre ejemplares cotizados, puede sacar su mejor provecho con el caballo ‘There Goes Mully’, que verá acción en la apertura de la tanda. PEDROZA EN HOLLYWOOD Martín Pedroza, otro renombrado manos de sedas panameño con más de 130 carreras ganadas este año, alternará en la plaza norteamericana de Hollywood, donde hoy montará a cinco equinos en una programación de ocho balanceados eventos. Pedroza hará su primera aparición a la pista en la apertura de la velada, cotejo donde monta al número 1 ‘Lisa Lulu’, la que aparece como segunda favorita. Para la segunda prueba cabalgará sobre los lomos de ‘Tasty Treat’, en la tercera competencia llevará las riendas de ‘Big Tsimmis’, ‘Filly Power’ en la séptima y cierra con ‘Warren’s Patron’ en la octava. En la cartilla de esta plaza las mejores opciones de triunfos las presenta el látigo dominicano Joel Rosario.",laestrella.com.pa,deportes
